time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
3.885000,4,911.569,19.816,1599.204,41.588,3541.367,92.858,4427.181,86.539,--undefined--,--undefined--
3.890000,4,864.213,10.610,1590.262,140.998,3550.212,67.772,4450.998,80.084,--undefined--,--undefined--
3.895000,4,839.881,11.050,1458.968,755.221,3538.312,82.602,4463.281,140.060,--undefined--,--undefined--
3.900000,4,821.034,8.703,1502.626,435.544,3541.125,102.710,4495.930,183.085,--undefined--,--undefined--
3.905000,5,809.862,13.673,1524.370,448.234,3490.885,123.334,4493.100,214.442,5223.714,1156.457
3.910000,5,793.290,34.122,1580.597,561.491,3477.345,205.153,4482.254,218.486,5101.295,867.894
3.915000,5,802.297,36.786,1653.760,763.698,3386.186,320.372,4347.721,221.213,5043.129,502.505
3.920000,5,830.239,19.887,1671.324,1484.855,3247.034,397.167,4425.816,386.976,5010.649,425.272
3.925000,5,867.876,22.409,1747.529,2470.154,3098.665,427.013,4358.562,282.041,4998.030,344.406
3.930000,5,869.281,50.589,2577.612,2866.455,3010.147,423.887,4330.130,377.173,4989.549,840.464
3.935000,4,771.013,46.588,2830.858,333.293,3684.215,1392.284,4544.662,412.068,--undefined--,--undefined--
3.940000,4,755.327,15.818,2762.795,236.597,3598.191,1460.474,4513.842,252.911,--undefined--,--undefined--
3.945000,4,762.684,8.745,2701.513,282.719,3622.153,2008.872,4463.112,222.515,--undefined--,--undefined--
3.950000,5,776.710,9.896,2137.274,1294.709,2778.323,400.201,4420.265,290.147,5022.151,722.994
3.955000,5,787.864,10.895,1820.712,587.387,2831.669,126.570,4360.867,269.472,5046.729,465.231
3.960000,5,799.841,14.378,1697.326,499.810,2869.487,65.412,4307.040,324.638,4976.842,506.262
3.965000,5,813.898,16.238,1789.142,807.868,2971.685,129.564,4170.399,499.789,4909.077,377.122
3.970000,5,817.430,10.370,1797.019,964.788,3009.783,132.399,4129.559,259.319,4943.843,248.608
3.975000,5,822.654,9.596,1755.897,896.636,2937.926,87.454,4155.048,131.088,4948.634,137.845
3.980000,5,824.755,11.317,1862.965,843.716,2915.707,92.781,4180.098,260.894,4957.828,174.461
3.985000,5,823.472,18.118,1931.928,874.011,2885.958,112.869,4318.542,633.884,4935.675,387.999
3.990000,5,820.683,20.677,1849.528,779.613,2842.088,79.335,4301.738,479.416,4949.590,310.147
3.995000,5,813.314,21.356,1816.717,738.265,2815.582,60.709,4253.696,355.942,4945.276,212.114
4.000000,5,807.732,22.857,1924.412,701.180,2797.729,86.887,4185.482,404.932,4940.268,213.721
4.005000,5,809.280,27.292,2017.501,749.953,2796.926,153.775,4205.855,586.040,4866.427,263.287
4.010000,5,804.816,22.226,2109.664,742.483,2798.934,181.032,4279.251,818.121,4796.752,267.967
4.015000,5,798.802,20.134,2189.836,675.303,2798.571,174.578,4550.085,1297.050,4718.188,306.054
4.020000,5,793.746,19.606,2148.293,525.245,2777.712,143.590,4590.474,488.348,4798.522,897.411
4.025000,5,794.040,20.899,2105.837,461.049,2751.513,130.981,4504.478,585.755,4811.363,606.775
4.030000,4,796.733,24.111,2206.975,455.890,2775.242,182.206,4679.765,210.497,--undefined--,--undefined--
4.035000,4,795.281,21.986,2263.962,409.515,2813.452,237.766,4660.875,198.427,--undefined--,--undefined--
4.040000,4,795.910,22.751,2302.426,385.081,2841.716,259.164,4684.222,152.709,--undefined--,--undefined--
4.045000,4,794.595,21.047,2326.359,343.033,2856.517,272.322,4704.782,132.437,--undefined--,--undefined--
4.050000,4,796.714,25.831,2337.256,291.893,2885.395,249.982,4716.575,96.475,--undefined--,--undefined--
4.055000,4,796.889,24.238,2321.809,327.784,2867.231,285.237,4703.826,124.197,--undefined--,--undefined--
4.060000,4,798.010,21.808,2327.707,327.166,2862.512,300.121,4696.820,122.807,--undefined--,--undefined--
4.065000,4,798.161,22.313,2349.401,270.857,2881.275,255.848,4706.607,84.337,--undefined--,--undefined--
4.070000,4,799.401,24.291,2342.503,309.113,2863.071,257.660,4707.826,76.543,--undefined--,--undefined--
4.075000,4,802.496,30.422,2303.012,416.318,2820.115,242.185,4708.922,75.841,--undefined--,--undefined--
4.080000,4,804.621,35.733,2240.190,578.455,2774.266,202.351,4708.898,87.385,--undefined--,--undefined--
4.085000,4,807.300,37.729,2220.715,640.429,2764.584,159.831,4720.302,83.916,--undefined--,--undefined--
4.090000,4,809.109,37.488,2176.422,729.247,2760.089,137.195,4723.819,95.047,--undefined--,--undefined--
4.095000,4,809.668,42.670,2161.761,772.771,2771.050,129.508,4719.722,96.691,--undefined--,--undefined--
4.100000,4,809.710,47.294,2173.273,880.205,2780.757,124.243,4714.550,91.549,--undefined--,--undefined--
4.105000,4,807.454,40.604,2155.765,1041.650,2783.869,113.846,4710.629,71.767,--undefined--,--undefined--
4.110000,4,804.248,31.800,2048.872,1118.742,2784.729,90.545,4709.208,44.664,--undefined--,--undefined--
4.115000,4,800.071,25.371,1778.977,1008.584,2771.306,58.162,4704.039,38.732,--undefined--,--undefined--
4.120000,4,795.551,20.794,1593.633,740.982,2754.562,30.294,4699.155,35.523,--undefined--,--undefined--
4.125000,5,790.251,15.637,1465.689,412.306,2741.064,13.413,4695.865,33.702,5423.016,1291.129
4.130000,5,786.559,11.189,1415.707,204.455,2733.561,6.498,4686.813,41.130,5063.653,538.099
4.135000,5,784.573,11.627,1385.440,129.002,2729.395,4.513,4676.445,41.804,5047.812,268.517
4.140000,5,784.404,17.712,1361.384,118.528,2728.938,4.917,4669.511,52.124,5055.495,201.602
4.145000,5,786.603,19.033,1359.468,116.275,2728.493,6.178,4669.737,73.485,5050.385,204.369
4.150000,5,788.386,15.178,1348.438,117.497,2728.589,6.905,4666.407,90.692,5044.280,192.866
4.155000,5,788.552,12.555,1319.522,121.761,2728.088,6.924,4660.327,83.575,5047.761,162.915
4.160000,5,788.104,13.079,1308.059,128.769,2728.599,7.808,4655.492,78.034,5044.050,169.718
4.165000,5,788.029,18.074,1330.163,151.236,2732.103,11.159,4656.847,97.734,5029.706,269.061
4.170000,5,788.846,29.931,1358.450,193.535,2740.565,16.142,4664.883,125.976,5008.403,433.840
4.175000,5,792.759,46.369,1366.594,259.671,2750.638,19.907,4683.906,157.060,4994.301,579.297
4.180000,5,798.346,53.510,1352.935,350.568,2759.462,21.778,4710.981,227.758,4970.855,598.230
4.185000,5,801.840,47.986,1350.579,434.694,2766.403,24.220,4694.011,414.610,4948.183,408.557
4.190000,5,800.737,37.908,1401.044,439.168,2772.138,28.616,4598.124,444.567,4972.396,307.580
4.195000,5,797.190,30.498,1473.205,371.478,2774.095,31.669,4593.915,389.335,4955.630,340.778
4.200000,5,793.205,27.468,1524.378,300.713,2771.071,29.331,4594.299,347.349,4954.289,347.372
4.205000,5,789.060,27.621,1549.196,264.862,2765.890,25.545,4564.148,370.394,4972.244,298.666
4.210000,5,784.153,27.635,1543.446,263.458,2758.608,22.044,4439.700,317.825,4993.333,213.706
4.215000,5,782.071,28.563,1483.751,281.815,2750.461,16.820,4323.357,197.373,5013.688,207.409
4.220000,5,781.324,37.935,1360.609,302.883,2746.958,10.762,4287.364,137.526,5037.916,273.642
4.225000,5,778.738,44.498,1279.363,240.132,2748.599,7.685,4303.100,95.655,5027.670,277.644
4.230000,5,779.270,36.944,1279.710,170.862,2751.443,7.167,4318.775,52.420,5049.646,305.727
4.235000,5,781.449,31.962,1284.678,133.974,2752.764,7.284,4326.933,33.658,5060.052,317.705
4.240000,5,783.438,30.803,1291.327,127.634,2754.002,8.009,4338.331,32.589,4978.261,247.661
4.245000,5,784.257,27.982,1304.840,122.230,2754.936,8.728,4346.967,43.516,4854.232,176.548
4.250000,5,785.748,22.121,1308.456,100.761,2755.559,8.331,4342.288,61.016,4770.280,142.985
4.255000,5,786.678,18.484,1297.595,87.400,2757.033,8.055,4336.017,70.288,4764.209,204.527
4.260000,5,785.411,16.708,1282.758,82.293,2758.073,8.101,4337.367,68.051,4839.783,340.535
4.265000,5,783.938,13.899,1269.833,75.594,2756.772,8.152,4333.393,78.063,4796.918,234.356
4.270000,5,781.934,10.608,1262.455,68.385,2754.133,8.561,4322.031,70.974,4752.806,127.928
4.275000,5,780.101,7.975,1267.651,70.738,2750.322,11.508,4313.272,78.988,4730.085,92.982
4.280000,5,779.237,6.852,1291.063,86.461,2742.448,22.744,4307.691,125.060,4716.551,123.708
4.285000,5,777.792,7.605,1318.663,126.788,2725.866,68.017,4359.363,230.101,4688.304,412.994
4.290000,4,779.005,12.076,1337.758,244.885,2711.016,269.510,4426.444,111.074,--undefined--,--undefined--
4.295000,4,786.335,18.771,1399.513,456.578,2818.357,976.578,4532.563,117.363,--undefined--,--undefined--
4.300000,4,792.833,23.755,1462.958,507.182,3121.811,1506.420,4638.474,90.413,--undefined--,--undefined--
4.305000,4,782.450,49.255,1186.371,500.153,2745.327,378.906,4647.330,73.234,--undefined--,--undefined--
4.310000,5,727.434,106.217,1173.413,256.681,2733.330,106.784,4634.630,105.807,4663.352,2126.883
4.315000,5,613.332,159.683,1220.064,105.477,2733.047,37.773,4424.359,267.057,4858.996,707.819
4.320000,5,700.016,106.069,1194.379,98.290,2731.612,26.147,4372.715,267.787,5079.960,619.126
4.325000,5,740.395,57.999,1189.277,66.588,2728.436,17.815,4332.169,271.590,5059.061,270.086
4.330000,5,747.611,44.727,1181.728,44.294,2726.341,12.829,4408.055,239.338,5033.869,215.824
4.335000,5,759.900,30.595,1173.636,40.980,2723.900,9.855,4610.471,222.799,5036.179,295.422
4.340000,5,773.450,22.331,1175.344,60.392,2724.468,9.647,4556.369,169.192,5052.798,112.867
4.345000,5,783.838,15.240,1187.243,113.478,2721.033,9.653,4502.596,156.070,5059.291,63.105
4.350000,5,785.230,9.667,1204.798,180.802,2727.740,5.396,4515.136,310.633,5072.688,54.149
4.355000,5,785.854,9.004,1208.319,257.786,2735.550,3.582,4643.876,197.209,5068.618,116.911
4.360000,5,788.170,10.661,1190.007,262.357,2737.417,3.259,4667.762,103.192,5080.450,201.471
4.365000,5,792.224,13.911,1191.025,201.848,2737.999,3.502,4685.843,108.114,5135.903,416.688
4.370000,5,793.387,24.190,1197.127,149.380,2739.575,4.419,4662.017,133.141,5152.529,354.203
4.375000,5,793.811,80.636,1202.108,147.140,2742.782,9.010,4609.329,105.690,5152.862,235.779
4.380000,5,797.796,104.628,1207.955,155.997,2757.370,16.275,4550.381,95.942,5156.070,201.629
4.385000,5,795.012,40.637,1219.130,173.927,2770.873,20.331,4446.473,110.903,5281.558,208.622
4.390000,5,792.247,31.859,1226.465,229.298,2770.953,22.861,4429.539,160.542,5337.733,218.107
4.395000,5,795.562,37.718,1238.083,280.229,2770.727,20.753,4593.139,169.120,5236.840,271.069
4.400000,5,822.521,69.444,1289.510,440.810,2811.316,22.632,4649.218,114.038,5120.646,129.853
4.405000,5,809.117,105.728,1191.126,612.456,2846.870,19.162,4644.742,124.725,5132.449,137.879
4.410000,5,802.048,91.290,895.262,1245.806,2861.989,32.812,4634.633,155.641,5206.250,121.671
4.415000,4,791.245,46.753,2873.558,76.881,4630.724,220.359,5266.504,147.592,--undefined--,--undefined--
4.420000,4,786.894,48.398,2890.136,69.542,4582.929,231.612,5252.862,195.217,--undefined--,--undefined--
4.425000,4,758.264,115.948,2888.905,52.237,4593.864,284.281,5215.787,310.767,--undefined--,--undefined--
4.430000,4,803.776,69.983,2907.732,69.345,4700.373,257.924,5160.698,193.535,--undefined--,--undefined--
4.435000,4,826.648,35.849,2980.505,185.060,4805.937,286.699,5149.666,174.549,--undefined--,--undefined--
4.440000,4,834.506,19.948,3019.770,179.271,4799.935,286.279,5194.017,205.829,--undefined--,--undefined--
4.445000,3,836.368,11.501,2972.179,107.965,4941.077,162.281,--undefined--,--undefined--,--undefined--,--undefined--
4.450000,3,841.220,10.005,2992.408,131.041,4956.271,104.303,--undefined--,--undefined--,--undefined--,--undefined--
4.455000,5,232.238,1866.189,844.125,9.994,2898.800,82.214,4831.308,217.883,5215.508,439.617
4.460000,5,835.157,13.129,1049.678,858.381,2846.329,48.034,4743.628,188.709,5127.231,239.934
4.465000,5,829.326,10.178,1260.594,556.878,2805.252,38.217,4770.598,238.081,5162.941,362.577
4.470000,5,829.060,11.960,1401.440,611.640,2803.082,40.074,4825.352,309.277,5207.486,710.065
4.475000,4,828.892,16.160,1568.530,817.300,2788.539,53.569,4863.690,259.092,--undefined--,--undefined--
4.480000,4,826.689,20.582,1838.697,1037.998,2766.331,85.668,4845.196,220.416,--undefined--,--undefined--
4.485000,4,826.121,26.953,2022.304,1038.851,2739.316,122.656,4804.405,201.891,--undefined--,--undefined--
4.490000,4,833.215,34.684,2140.329,1037.468,2716.969,159.250,4799.646,174.015,--undefined--,--undefined--
4.495000,4,842.970,41.515,2252.473,921.534,2711.085,188.306,4796.639,172.730,--undefined--,--undefined--
4.500000,4,851.005,52.004,2188.517,1093.330,2690.132,185.628,4790.346,168.770,--undefined--,--undefined--
4.505000,4,859.392,63.210,2026.996,1235.519,2683.583,162.498,4749.833,188.338,--undefined--,--undefined--
4.510000,4,863.148,66.928,1987.004,1259.204,2687.719,154.451,4639.988,168.688,--undefined--,--undefined--
4.515000,4,856.790,61.175,1984.241,1282.203,2691.060,153.654,4593.665,141.061,--undefined--,--undefined--
4.520000,4,846.453,53.420,1859.445,1266.376,2689.037,142.511,4608.875,178.605,--undefined--,--undefined--
4.525000,4,846.457,58.410,1744.434,1159.981,2692.187,130.336,4607.002,225.088,--undefined--,--undefined--
4.530000,4,857.710,79.343,1614.783,977.759,2697.288,112.064,4647.752,285.060,--undefined--,--undefined--
4.535000,5,865.421,96.802,1518.444,771.781,2711.637,88.604,4568.918,252.528,5194.055,1080.591
4.540000,5,859.149,89.699,1496.239,668.705,2719.790,74.740,4497.941,156.967,5096.582,793.438
4.545000,5,848.003,60.620,1672.381,818.786,2695.809,89.884,4475.456,144.911,5003.535,778.940
4.550000,4,843.045,44.431,2057.644,999.966,2642.251,155.980,4468.654,79.500,--undefined--,--undefined--
4.555000,4,874.962,77.658,2119.719,1387.040,2570.110,166.253,4470.365,76.295,--undefined--,--undefined--
4.560000,5,920.598,125.516,1763.632,1246.901,2588.808,123.644,4555.499,272.162,4907.221,1220.272
4.565000,5,950.367,156.306,1644.357,1059.301,2692.307,105.449,4556.654,297.443,4923.397,957.836
4.570000,5,929.123,164.457,1495.699,871.589,2768.978,73.723,4526.625,266.208,5007.235,769.027
4.575000,4,893.926,107.778,1792.691,1248.778,2792.097,103.468,4617.800,245.461,--undefined--,--undefined--
4.580000,4,853.598,50.465,2184.647,1096.185,2806.888,153.708,4597.845,210.459,--undefined--,--undefined--
4.585000,4,844.105,37.877,2467.433,904.705,2790.419,328.577,4526.530,155.035,--undefined--,--undefined--
4.590000,4,843.250,45.493,2504.268,1275.795,2722.911,333.314,4455.683,179.311,--undefined--,--undefined--
4.595000,5,850.659,61.788,2266.434,1660.265,2724.677,274.781,4392.107,286.244,4855.476,1045.823
4.600000,5,864.423,80.063,1890.981,1333.200,2824.768,167.868,4265.701,286.464,4746.717,733.928
4.605000,5,875.273,76.035,2218.754,1405.969,2764.040,253.181,4236.427,208.732,5050.845,1852.692
4.610000,4,886.151,68.316,2565.707,295.866,3102.448,712.788,4302.279,241.174,--undefined--,--undefined--
4.615000,4,891.685,59.542,2547.228,191.586,3118.387,462.336,4297.430,156.354,--undefined--,--undefined--
4.620000,4,891.869,50.587,2558.485,218.085,3022.169,656.842,4358.019,194.756,--undefined--,--undefined--
4.625000,4,905.858,59.547,2458.036,893.437,2696.493,320.049,4411.736,251.058,--undefined--,--undefined--
4.630000,5,906.385,56.311,2163.168,689.812,2755.686,199.702,4491.021,296.704,4942.854,2111.438
4.635000,5,893.136,41.135,2122.111,578.434,2754.991,173.070,4603.124,355.032,4650.291,1696.180
4.640000,5,894.713,39.922,2082.773,540.396,2753.617,150.890,4590.936,348.947,4952.776,1883.645
4.645000,4,909.579,44.830,2095.680,517.248,2743.231,133.416,4531.820,268.404,--undefined--,--undefined--
4.650000,4,905.798,39.112,2100.888,513.368,2729.358,118.081,4514.382,215.411,--undefined--,--undefined--
4.655000,4,911.571,40.121,2145.589,502.810,2729.464,114.888,4489.956,167.589,--undefined--,--undefined--
4.660000,4,908.889,41.195,2157.453,477.254,2743.569,123.245,4477.858,149.903,--undefined--,--undefined--
4.665000,4,898.137,36.225,2170.214,466.112,2759.914,140.693,4487.172,193.225,--undefined--,--undefined--
4.670000,4,909.978,40.747,2185.651,462.158,2768.562,151.468,4482.570,210.801,--undefined--,--undefined--
4.675000,4,898.224,36.108,2192.631,486.693,2776.837,161.210,4479.158,192.199,--undefined--,--undefined--
4.680000,4,892.398,35.132,2160.294,525.997,2773.953,164.986,4483.820,176.962,--undefined--,--undefined--
4.685000,4,910.634,43.827,2125.012,502.740,2769.162,169.516,4504.027,221.581,--undefined--,--undefined--
4.690000,4,895.440,35.979,2136.053,488.469,2784.550,183.285,4489.653,175.953,--undefined--,--undefined--
4.695000,4,897.428,38.065,2144.438,477.990,2804.202,192.419,4463.867,113.776,--undefined--,--undefined--
4.700000,5,913.634,48.501,2113.013,473.426,2803.137,194.484,4470.314,135.482,4861.915,3292.728
4.705000,5,891.730,38.353,2067.060,492.313,2798.908,203.747,4503.417,187.583,4801.085,2827.334
4.710000,4,892.263,39.906,2082.666,478.264,2816.256,209.795,4480.590,176.522,--undefined--,--undefined--
4.715000,4,920.792,60.947,2107.183,492.987,2822.549,211.989,4454.776,145.274,--undefined--,--undefined--
4.720000,4,902.059,51.976,2085.939,504.911,2786.448,208.829,4477.090,189.220,--undefined--,--undefined--
4.725000,5,907.414,56.342,2013.229,523.326,2729.908,184.166,4549.923,281.180,4597.042,1761.844
4.730000,5,918.011,61.471,1975.045,502.676,2702.987,155.894,4499.140,238.821,4610.295,1479.809
4.735000,5,901.418,55.134,1965.879,552.864,2710.730,162.207,4471.259,188.806,4687.240,2021.679
4.740000,5,907.425,62.298,1987.906,591.878,2729.857,173.650,4459.621,165.849,4751.539,2597.492
4.745000,5,937.110,87.996,1982.757,626.500,2741.952,176.805,4439.310,123.788,5009.148,3058.129
4.750000,5,932.532,93.893,1939.194,652.814,2739.334,168.226,4422.798,89.173,4873.806,3484.624
4.755000,5,936.830,101.836,1878.618,686.036,2716.236,148.331,4369.532,3319.849,4434.057,102.535
4.760000,5,955.585,113.589,1887.054,764.898,2708.545,142.967,4047.969,3467.216,4478.978,181.968
4.765000,4,958.678,102.126,2041.895,819.069,2736.463,160.414,4422.032,129.230,--undefined--,--undefined--
4.770000,4,944.812,77.154,2215.562,706.769,2785.992,187.359,4405.230,69.952,--undefined--,--undefined--
4.775000,4,937.136,59.446,2305.947,616.125,2819.773,200.837,4413.290,51.700,--undefined--,--undefined--
4.780000,4,924.201,48.002,2259.748,759.199,2793.083,174.687,4418.570,47.524,--undefined--,--undefined--
4.785000,4,910.631,44.168,1964.772,985.328,2748.888,111.436,4421.897,51.309,--undefined--,--undefined--
4.790000,4,915.140,48.853,1735.453,931.397,2730.476,82.083,4432.875,77.730,--undefined--,--undefined--
4.795000,4,916.269,46.128,1815.106,1106.238,2747.961,101.303,4454.942,128.169,--undefined--,--undefined--
4.800000,4,907.614,34.551,2152.586,1133.024,2799.832,161.383,4460.811,134.081,--undefined--,--undefined--
4.805000,4,902.964,27.206,2285.341,837.444,2845.803,201.870,4476.373,146.330,--undefined--,--undefined--
4.810000,4,901.135,25.462,2244.576,773.040,2824.502,203.516,4512.153,195.165,--undefined--,--undefined--
4.815000,4,899.765,27.157,2182.085,719.634,2820.057,191.722,4523.226,214.225,--undefined--,--undefined--
4.820000,4,904.961,33.478,2139.735,678.390,2840.834,184.298,4501.169,184.150,--undefined--,--undefined--
4.825000,4,912.515,41.325,2150.715,609.863,2858.649,177.012,4468.035,136.630,--undefined--,--undefined--
4.830000,4,916.104,45.761,2153.784,488.752,2860.274,164.376,4439.194,100.327,--undefined--,--undefined--
4.835000,4,919.480,49.258,2119.607,432.383,2847.479,174.347,4448.947,115.845,--undefined--,--undefined--
4.840000,4,915.512,49.022,2081.272,419.441,2827.375,196.697,4479.517,150.460,--undefined--,--undefined--
4.845000,4,914.466,49.707,2055.089,406.245,2806.176,199.319,4472.714,129.838,--undefined--,--undefined--
4.850000,4,917.359,52.951,2054.041,405.874,2807.037,190.865,4457.093,108.724,--undefined--,--undefined--
4.855000,4,911.859,52.266,2062.766,428.742,2819.133,189.497,4468.175,137.998,--undefined--,--undefined--
4.860000,4,917.047,56.972,2077.628,435.100,2830.039,195.759,4503.165,191.327,--undefined--,--undefined--
4.865000,4,921.665,61.914,2095.101,426.017,2835.882,205.912,4507.225,196.790,--undefined--,--undefined--
4.870000,4,920.775,64.166,2105.895,411.614,2849.362,215.618,4491.291,172.792,--undefined--,--undefined--
4.875000,4,926.833,70.723,2099.404,411.107,2863.146,230.123,4496.328,170.990,--undefined--,--undefined--
4.880000,4,925.354,72.653,2074.965,425.406,2864.987,244.800,4524.203,193.142,--undefined--,--undefined--
4.885000,4,923.523,74.345,2046.758,430.366,2859.645,245.690,4539.262,211.474,--undefined--,--undefined--
4.890000,4,926.869,80.878,2021.387,446.324,2828.366,228.365,4531.826,233.174,--undefined--,--undefined--
4.895000,4,928.296,85.362,1988.417,468.603,2784.393,198.906,4534.616,276.402,--undefined--,--undefined--
4.900000,5,931.243,89.570,1959.675,482.578,2760.182,179.564,4557.250,288.877,5148.506,2797.177
4.905000,5,938.389,95.291,1963.585,495.847,2760.532,185.294,4578.743,274.015,4892.342,2814.152
4.910000,4,942.380,97.265,2005.673,506.262,2769.552,200.642,4570.410,272.815,--undefined--,--undefined--
4.915000,4,943.349,95.399,2062.136,494.179,2773.059,207.912,4546.125,286.466,--undefined--,--undefined--
4.920000,4,945.083,93.794,2100.025,482.814,2768.846,214.340,4564.199,337.898,--undefined--,--undefined--
4.925000,4,945.194,92.960,2114.428,496.663,2759.633,225.832,4680.852,406.625,--undefined--,--undefined--
4.930000,4,946.016,93.444,2112.903,517.908,2746.985,230.055,4795.532,327.576,--undefined--,--undefined--
4.935000,4,942.320,90.350,2071.130,544.702,2719.119,224.021,4778.362,296.816,--undefined--,--undefined--
4.940000,4,932.481,79.268,1978.930,541.881,2676.831,200.243,4660.001,321.396,--undefined--,--undefined--
4.945000,5,918.200,62.079,1894.648,484.535,2645.097,156.706,4571.423,300.499,4946.301,1798.540
4.950000,5,909.190,51.176,1827.448,424.687,2630.596,115.235,4527.374,292.915,4755.808,1266.966
4.955000,5,913.758,55.395,1793.192,410.362,2637.265,97.286,4485.034,233.656,4808.434,1306.954
4.960000,5,922.705,69.401,1799.172,460.693,2659.673,107.300,4469.207,189.444,4995.975,1824.493
4.965000,4,932.902,84.774,1847.367,536.294,2693.284,143.205,4477.316,203.266,--undefined--,--undefined--
4.970000,4,946.416,98.556,1929.570,576.664,2741.757,196.693,4473.014,191.231,--undefined--,--undefined--
4.975000,4,960.630,108.834,2009.625,523.563,2807.200,231.780,4443.445,128.137,--undefined--,--undefined--
4.980000,4,969.481,114.433,2025.556,472.373,2847.837,255.263,4439.939,97.177,--undefined--,--undefined--
4.985000,4,969.227,116.900,1991.002,491.349,2835.287,312.003,4469.960,125.012,--undefined--,--undefined--
4.990000,4,967.144,118.353,1947.584,514.767,2782.685,343.366,4517.247,189.045,--undefined--,--undefined--
4.995000,4,966.425,121.634,1920.093,513.271,2731.603,306.801,4527.192,220.872,--undefined--,--undefined--
5.000000,4,972.478,130.368,1901.645,491.808,2706.121,248.961,4474.717,164.672,--undefined--,--undefined--
5.005000,4,978.585,141.126,1877.836,480.063,2698.989,213.287,4457.224,128.701,--undefined--,--undefined--
5.010000,4,988.539,153.679,1862.928,489.205,2705.471,204.711,4468.735,161.190,--undefined--,--undefined--
5.015000,4,1000.023,161.570,1893.842,528.128,2741.408,234.986,4513.841,234.409,--undefined--,--undefined--
5.020000,4,997.337,153.560,1971.389,528.071,2813.336,272.144,4547.660,266.794,--undefined--,--undefined--
5.025000,4,982.676,133.046,2024.337,455.080,2869.387,277.132,4496.214,200.913,--undefined--,--undefined--
5.030000,4,965.816,113.128,2046.587,399.918,2882.427,303.921,4491.546,174.089,--undefined--,--undefined--
5.035000,4,951.881,98.615,2043.980,395.540,2848.800,368.036,4544.052,197.241,--undefined--,--undefined--
5.040000,4,950.002,95.934,2048.768,387.038,2829.466,385.337,4546.742,196.422,--undefined--,--undefined--
5.045000,4,956.141,101.719,2063.981,362.238,2846.983,344.205,4509.111,161.259,--undefined--,--undefined--
5.050000,4,964.805,108.671,2068.076,351.698,2850.249,308.327,4476.272,129.777,--undefined--,--undefined--
5.055000,4,967.408,111.808,2069.482,346.026,2846.392,295.809,4460.250,116.677,--undefined--,--undefined--
5.060000,4,969.485,114.805,2073.981,345.883,2838.295,305.051,4454.009,105.914,--undefined--,--undefined--
5.065000,4,967.185,113.345,2070.260,366.822,2807.709,334.340,4463.436,113.451,--undefined--,--undefined--
5.070000,4,952.442,101.714,2050.214,395.229,2758.151,342.093,4473.709,128.744,--undefined--,--undefined--
5.075000,5,946.281,95.031,2025.522,420.574,2724.592,316.985,4480.151,139.103,5034.009,2423.934
5.080000,5,946.516,94.890,2001.808,449.577,2716.741,283.400,4489.123,154.159,4806.072,2063.366
5.085000,5,950.312,100.893,1991.512,484.509,2733.168,260.868,4508.179,180.453,4753.494,2106.989
5.090000,5,965.182,117.244,2016.670,520.875,2785.882,268.386,4516.956,178.772,5295.897,2984.021
5.095000,4,985.388,131.844,2069.610,498.871,2877.486,249.561,4500.069,159.963,--undefined--,--undefined--
5.100000,4,993.220,132.066,2080.753,461.490,2933.693,198.929,4487.841,169.763,--undefined--,--undefined--
5.105000,4,988.219,125.232,2061.385,473.423,2941.071,178.268,4472.253,159.411,--undefined--,--undefined--
5.110000,4,982.369,119.250,2026.140,511.754,2913.260,170.237,4453.371,123.690,--undefined--,--undefined--
5.115000,4,967.382,112.249,1923.351,613.085,2851.238,167.921,4460.073,121.106,--undefined--,--undefined--
5.120000,4,943.123,94.188,1769.685,613.465,2789.124,133.965,4484.623,161.019,--undefined--,--undefined--
5.125000,5,928.769,75.719,1735.793,615.156,2767.016,107.936,4502.375,214.190,5433.238,2039.943
5.130000,5,921.579,61.641,1770.260,641.909,2756.208,108.375,4574.732,313.718,5016.995,1931.063
5.135000,5,917.080,51.364,1802.243,572.180,2742.514,119.803,4572.511,291.948,4982.242,1710.074
5.140000,4,916.726,48.636,1860.936,507.013,2746.058,158.444,4506.129,192.815,--undefined--,--undefined--
5.145000,4,921.001,54.745,1933.312,467.459,2790.008,219.791,4531.177,217.432,--undefined--,--undefined--
5.150000,4,928.477,65.688,1968.645,428.735,2842.158,257.028,4617.175,276.336,--undefined--,--undefined--
5.155000,4,931.792,72.377,1967.488,407.103,2866.204,273.246,4613.332,257.627,--undefined--,--undefined--
5.160000,4,932.030,74.043,1956.669,405.908,2869.174,275.426,4563.404,230.043,--undefined--,--undefined--
5.165000,4,929.213,73.231,1947.071,430.072,2854.560,263.293,4520.675,201.506,--undefined--,--undefined--
5.170000,4,926.897,71.493,1932.079,470.979,2820.005,241.383,4499.648,186.043,--undefined--,--undefined--
5.175000,4,926.281,70.448,1920.925,509.886,2786.361,218.511,4490.474,179.891,--undefined--,--undefined--
5.180000,4,926.001,69.629,1919.407,531.154,2757.985,206.701,4489.856,172.526,--undefined--,--undefined--
5.185000,4,925.934,68.276,1916.265,534.766,2723.267,209.751,4517.933,216.440,--undefined--,--undefined--
5.190000,4,929.555,71.342,1943.015,552.479,2703.506,239.060,4600.132,280.170,--undefined--,--undefined--
